Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.051,6.022,5.984,5.93,5.818,5.677,5.516,5.336,5.165,5.041,4.934,4.838,4.735,4.638,4.502,4.415,4.339,4.267,4.195,4.12,4.037,3.943,3.838,3.723,3.6,3.48,3.361,3.232,3.112,3.007,2.896,2.805,2.71,2.66,2.603,2.567,2.511,2.468,2.418,2.335,2.247,2.162,2.081,2.006,1.973,1.942,1.896,1.854,1.815,1.799,1.786,1.777,1.766,1.761,1.775,1.777,1.727,1.74,1.744,1.705,1.653,1.638,1.629,1.619,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,391699999.9,449000000,459899999.9,1180700000,1207900000,1302000000,1555000000,1833000000,2006000000,2419000000,1911000000,2520000000,2910000000,1609000000,1594000000,1441000000,345000000,1169000000,2804000000,1131000000,989000000,1103000000,2061000000,1292000000,3072000000,4859000000,12552000000,18992934310.6468,28855609916.42,28385675614.9902,32994718699.75,23225846372.251,16586600193.114,10123013670.9901,18161380459.7533,15459981604.1196,19418085598.0794,44579492463.6336,50716402711.4787,31480931700,82389932468.07,102427228231.42,92568388321.34,75211029129.4,87713983217.24,64738153494.44,74294627801.19,68885491315.23,78183840044.98,69174411753.45,38270116307.45,46440503520.19,74606361830.23,62441880089.95,71069846845.21
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5888980,5851170.6,5813361.2,5775551.8,5737742.4,5699933,5662123.6,5624314.2,5586504.8,5548695.4,5510886,5471378.1,5431870.2,5392362.3,5352854.4,5313346.5,5273838.6,5234330.7,5194822.8,5155314.9,5115807,5100415.2,5085023.4,5069631.6,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196,4953913.667,4941960.222,..,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,17030465539.3906,17275940449.3837,19231747851.5332,23287712878.2002,20963733694.9749,22465522884.0988,28283323733.1114,31086389194.961,33930457425.2613,37171640818.5863,42327664793.6934,48869830901.7878,58434858374.8696,83592275862.9982,109794519727.538,129203555238.827,153168949208.207,176344101401.941,200278646123.581,221338204480.222,237393489892.637,258015174748.648,271314113768.417,189656506321.431,188339974086.58,210879844638.877,256480852471.129,283056836893.838,307881930752.268,412990820287.42,384959818181.817,342534090909.091,328191909882.232,368292034380.96,525369467295.737,769333050986.905,850426432991.742,883206179730.462,863710759256.435,599642024319.531,655448231983.527,559983634798.981,509795273806.715,558233745651.874,669289424806.307,891633839894.183,1107626541434.92,1397114486368.67,1695855083497.52,1666996438581.43,2208837745100.55,2616156223917.69,2465227802806.76,2472819535557.21,2456043727198.85,1802212206814.5,1795693482853.01,2063514977365.65,1916933898010.99,1873288205059.69,1476107231310.49,1670647398904.9,1951923942083.32,2191131765684.63,2179412080828.59
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,8.60000000000014,6.59999999999992,0.600000000000065,3.39999999999985,2.40000000000001,6.7000000000001,4.2,9.79999999999998,9.49999999999993,10.4,11.3429219931908,11.9403481162508,13.9687217796782,8.15393868457201,5.16664908406321,10.2571295347867,4.93432806978961,4.96989768924738,6.7595601220408,9.19999999999976,-4.24999999999956,0.829999999999529,-2.92999999999996,5.39999999999988,7.85000000000042,7.48999999999982,3.52999999999983,-0.059999999999917,3.16000000000032,-4.35000000000022,1.03218958549303,-0.54407204977727,4.9246900037071,5.85287036219013,4.22379363350413,2.20886405039022,3.39484598630671,0.338097901207306,0.467937566477133,4.38794944745618,1.38989640095637,3.05346185909312,1.14082899824888,5.75996463670954,3.20213206130431,3.96198871122617,6.06987060678338,5.09419544658736,-0.125812002161169,7.52822581815364,3.97442307944702,1.92117598576537,3.00482266944432,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.76260437908608,3.01669435393015,3.24165532906981,3.39586645454844
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,260,260,270,270,270,310,370,420,450,510,590,730,960,1180,1400,1510,1700,1990,2170,2110,2060,1770,1680,1540,1750,2030,2300,2630,2470,2510,2330,2310,2620,3440,4420,5110,4980,4230,3950,3370,3120,3010,3370,4030,4890,6240,7680,8400,9750,11210,12460,12950,12280,10330,9050,8830,9320,9410,8080,8060,8440,9310,9950
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6510,6710,6740,7080,7430,7980,8190,8460,8420,8370,8830,9000,9290,9490,10210,10760,11460,12400,13120,13090,14010,14820,14820,15500,15530,14540,14010,14290,15030,15640,15770,17510,19300,20500,21650
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,..,..,20144535805.4709,20306344243.8365,22156335973.3348,22608900782.7995,23428802130.985,27795653841.604,34017867385.1613,38640523529.7992,42977060150.8237,49687780077.3057,59085858298.3785,74789444943.6948,100938976441.527,126679141384.613,154047551448.018,170929419811.933,196340138745.356,235935293928.207,262863196815.961,262247722091.284,261017275926.865,229782137421.835,222631329073.746,209172768046.538,242176942407.521,286104429765.529,331069906212.316,385377224821.68,367751704450.406,381278537703.078,359862125313.451,362410045117.045,416537634770.633,556281947033.946,725639633505.606,852111648970.761,842277820409.276,726412681952.88,687477556780.305,593934957879.986,556554307896.793,543480885948.139,616154518607.021,743914453629.191,912923812568.382,1177507343561.97,1462688048354.11,1614029651588.85,1887913826015.15,2188955644191.21,2453809428042.69,2571101411893.45,2457007358711.86,2084247076763.26,1839991782355.98,1808496550076.77,1920050002203.86,1953066788958.56,1686362765413.99,1689214233969.27,1774306722169.84,1966123812518.7,2108530453342.57
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,970943125410.296,1018487037177.04,1039787181952.04,1110614656705.32,1183383349638.42,1291260864746.43,1344755550792.86,1409900217269.12,1424526541994.5,1436380069367.81,1536571396399.67,1586988046010.88,1659007167084.09,1714272367613.22,1865979623660.22,1987414876969.97,2138389134698.94,2338676737948.53,2496774336178.17,2515168077431.1,2712853462209.97,2894294561120.02,2917485069830.25,3077181547208.26,3107797557672.48,2932875378900.44,2846197824931.42,2924570810575.36,3098565570875.8,3244270827520.15,3289682051766.51,3669595464515.07,4059062517984.4,4329167193275.69,4589247204333.25
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.5232269408406,18.8354665120659,20.3126738423307,19.0396965842808,18.8226041657334,19.4218502397387,19.0343850340575,16.6495536472918,18.8871335395952,22.5249333862905,20.5420007091554,21.2625148787298,21.2085471898153,22.0447346391829,24.3114640242604,25.6975921331099,23.0421198404484,22.0475188520747,23.0331267356395,23.1379277243404,23.1135062558596,23.580302746211,21.8998565393313,17.8825127668248,17.4692254111657,20.299093219092,19.9608396615159,23.1736016647865,24.3442266859346,26.9027870382664,20.1677066020429,19.768768868394,18.9345399423489,20.8463552065145,22.1455629464805,17.2923463458623,17.2669463759545,17.7639856110956,18.1647519194741,17.3895597435179,18.9031192683871,18.7418602950836,17.4490794834956,16.8566884007152,17.9125683422575,17.2048834494962,17.8164738793472,19.8193259830854,21.6193828541669,18.796135029807,21.8013215585586,21.8262711166856,21.4172253691912,21.6937669568432,20.5484107553739,17.4116258675005,14.9695469721031,14.6255875978858,15.0950416291605,15.5167908009424,16.1158206039466,19.5218850206383,18.0882204442366,15.7606472065087,16.9097275627217
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6278356939529,12.761526959305,14.7587820517537,12.590146869358,11.1409081379377,11.8872212915256,11.9698618012495,12.3711688680768,14.4858996246715,16.0001642772964,14.3118892236086,14.7442418256611,14.0668052120423,11.3500942678804,9.00155420026002,9.11134627987528,9.849149349554,11.1103644206652
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57,73,66,68,73,67,67,64,62,60,78,85,91,85,77,87,80,99,95,99,99,99,96,97,97,98,99,99,99,99,99,99,99,98,97,96,95,87,92,91,79,73,81,87,..
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,6.33365796570683,6.47318002375161,5.37637142513745,9.00683897968623,5.7448086952101,5.38887067351762,5.73309020008774,5.67719217542334,6.59975191810417,6.6043593076252,7.44974776115019,8.1936964789171,8.85983865755849,9.01131570710858,13.2946502579637,11.0163235419587,9.40238491080544,7.90998824970282,7.88490151920172,9.32610255823822,11.1930126187023,10.0100836217408,8.59068584640934,9.65659695727417,8.79466213028454,7.50118748793232,6.64337507524514,6.43391531173935,6.09988616208469,5.46126797532435,6.95836259652132,7.91444116378595,8.38506312730241,9.09604889204913,9.16168336908223,9.45558496072482,8.90538179274132,9.59255968601575,9.40808459248784,11.4172682172491,12.4517133524146,14.564574352134,13.3877671308534,12.9596010144732,13.1324909668183,11.8429659377691,11.6673835879099,11.9649362714605,13.7235689045173,11.2546044712842,11.9065933379213,12.3518924973266,13.2367345403083,14.0437266814484,13.6734629940752,14.0534345189741,12.0670030347037,11.8007665044289,14.2412038808791,14.7673386785785,15.8485265343869,18.5469003909373,19.1853009729027,15.6969055268697,17.5165402609182
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.7,2.6,2.7,2.8,2.9,2.7,2.4,2.2,2,2.3,..,2.9,2.4,..,2.5,2.3,2.3,2.4,2.5,..,2.5,2.6,2.6,2.9,2.9,3,3,3.2,3.2,..,3.3,3.4,3.5,3.6,3.6,3.3,3.2,3.1,3.1,4.5,3.3,3.6,3.7,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1313726538209,43.9725400282911,45.8032024598864,45.1924312209896,42.7384283670828,46.6388394486218,43.5300066111487,42.0041415606782,42.8945846718162,42.2697313812777,42.2838305792496,33.2718794578641,31.7672428092758,34.1322718402493,37.2991204114669,35.4209197179743,23.3814603902749,22.340114560034,22.5941476157036,22.1187903791379,21.746711247782,23.0066186321239,22.6395279130452,22.4953278200255,23.0838178175003,24.306623290035,24.1725782826681,23.5440216722512,23.1253804073443,23.0852937526002,21.8785926263461,23.2679773559416,23.1020509663714,22.1336473653626,21.2248099514406,20.4724627471447,19.3600439818506,18.3547582766688,18.188502309123,18.7490514528298,18.754627572495,19.5061183894885,22.1234751955181,22.819456851691,22.1441739234284,21.3282214757521
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,34.6178049419981,50.2494544807889,78.4174334561054,89.5336653268287,58.9331842000454,37.9360979573494,26.528941929666,26.7067163627493,20.0517842311481,16.2551115402188,19.3845851134334,19.867091675534,29.5803566969394,34.6058549964615,33.9294367418917,41.2036240161754,45.3980562145509,38.227611227227,54.365960027812,92.1419446109039,100.528877121889,101.034394745721,131.484045057202,201.740282133397,248.543659125921,149.179318289698,206.208708657138,627.951470204274,1304.42420943485,2736.97067768831,416.678093932004,969.012962839962,1996.15024717719,2240.16886623198,93.9780430551367,18.4562437687673,7.72902341184411,4.92436158488788,8.0105008831072,5.60606514085735,8.22509432125631,9.79811223755975,14.0910215230394,7.75206076321267,7.43122475747793,6.77427408762492,6.43903810570731,8.77855272817531,7.31348274294028,8.42333833760436,8.31859222192008,7.94312693485261,7.50456453379576,7.84670975161919,7.56617500668908,8.10360437618169,3.67138450274919,4.4935343282916,4.22425886342708,6.47249962315726,13.0472708601388,8.57028196165616,5.15950107377019,3.79801408025078
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.162,53.594,54.017,54.452,54.848,55.243,55.625,56.016,56.47,56.898,57.338,57.786,58.255,58.681,59.081,59.556,60.007,60.461,60.922,61.365,61.819,62.267,62.708,63.133,63.553,63.98,64.389,64.785,65.161,65.514,65.862,66.203,66.539,66.892,67.293,67.701,68.108,68.505,68.848,69.211,69.584,69.98,70.396,70.884,71.361,71.832,72.296,72.73,73.111,73.457,73.779,74.047,74.335,74.609,74.823,75.106,75.081,75.383,75.633,75.809,74.506,73.038,74.872,75.848,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,16.0300961455554,16.5721803012011,13.9820884755705,12.4228601371505,12.8459941305471,11.9828058927816,11.4449066543422,10.6831320265987,11.8271320356923,12.3104600690964,13.2017677498537,13.51549591664,15.0150102935363,15.7885401058234,20.1458142490988,17.2301760263869,15.5736525733911,14.3906145985333,13.8372215592569,15.8345912682831,18.9950449021975,18.36016042318,15.2015681849873,20.4053110281442,22.4142539069235,18.9543956030737,14.7792709025977,15.1224045565288,16.0935069748763,13.1402436408229,14.0108129349038,15.9303851640514,17.9495588484002,17.9637336200341,15.1773190037926,13.0818505549573,12.3147630338316,13.2739107459346,12.9432218832426,16.6399278158047,17.356366902651,20.8343588544121,21.6090665528153,22.2279647130794,24.3707720388985,21.9997258093389,21.1831326916416,20.6086904694812,22.3890592831162,17.2267914527984,17.8201409711098,18.8204357025237,19.2824776460328,19.6062022735013,18.7979552190855,20.37728956731,18.0862715770398,18.4560327488485,22.1567368828263,22.1156039354232,25.4396152281305,30.8566008804677,32.0904409488135,27.0365301292093,28.2186193886832
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.67913472590723,2.36406619385343,2.39868330737835,2.26083918239834,2.01449809094829,3.35209215674899,3.0219816316073,2.85697200831844,2.64974015836375,2.61559000626652,2.88728955692843,2.61904685858105,2.43581199022501,2.15465130649243,1.94135341120892,1.97214379625895,2.00275336513055,1.68772647800164,1.59967155032807,1.52193168607333,1.13843442074363,1.14314876818876,1.30353436107498,1.25458032300474,1.19954104516533,1.42952312218953,1.22038872750142,1.74399403145367,2.1180722049862,2.68625,2.36384102519699,1.96333333333333,1.52152886115445,1.92792281498297,2.016007789121,1.86213698033379,1.65484349950291,1.57768831551774,1.66229191975824,1.64547466656987,1.73072614713627,1.95188244532532,1.89577119915617,1.50347763554507,1.46126840890621,1.52401346273319,1.48108495636286,1.46629209992902,1.44192408837717,1.53862567601211,1.53940698128362,1.41185115924524,1.37865646470437,1.32944608382557,1.330244423168,1.36551715396161,1.34797541299482,1.41402166797586,1.46967772350671,1.38279724638797,1.32666026860555,1.16368211072875,1.06984583971521,1.07876906016448,..
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,..,..,..,..,0,..,..,..,..,0,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000442582,0.004369477,0.020525874,0.114869348,0.356570578,0.786185011,1.504575585,2.69954844,4.307896658,8.665064415,13.3251,16.3049,19.5408,25.6741,35.9135,46.6789,53.5317,64.1626,79.132,88.1849,101.667,120.008,126.132,136.589,140.305,127.836,120.101,108.093,101.602,97.3747,98.6456,104.825,101.245,101.02,..
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,169.4,164.7,160.3,156.1,152.2,148.6,145.2,141.9,138.8,135.5,132.2,128.9,125.5,122.1,118.9,115.6,112.1,108.3,104.3,100.1,95.7,91.4,87.3,83.4,79.8,76.7,73.8,71.1,68.4,65.8,63.1,60.2,57.2,54.1,50.9,47.7,44.7,41.9,39.3,36.8,34.5,32.2,30.1,28.1,26.3,24.6,23.1,21.7,20.5,19.5,18.6,17.9,17.2,16.7,16.3,16,16.8,15.4,15.2,15,14.9,14.7,14.6,14.4,..
Brazil,BRA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.8095999927,57.6772474832,55.5513679328,53.7070063853,57.9079022036,57.8049731225,68.3455752933,60.7658267467,78.5064786439,69.1628947152,61.878477937,73.4855756373,76.3362577587,81.2772955358,94.0171891293,102.7946927739,100.8910873125,106.5624798059,106.4345536944,96.0711892094,93.130234471,92.9210160023,91.6412454095,90.5691548297,92.0934113797,92.9,97.8,101.4,105,101.7,118.5,127.3,120.4,117.1,113.2,100,102.4,108.2,106.9,107,107.7,123.2,114.5,117.2,..
Brazil,BRA,Net migration,SM.POP.NETM,4066,75,-7171,-8136,-8146,-8824,-9317,-10033,-8856,-7763,-18779,-23421,-23584,-24071,-24093,-25499,-20612,-19478,-23416,-32503,-38918,-65971,-90766,-76322,-70035,-60879,-90973,-77800,-72825,-60023,-30555,-66600,14394,-69070,-68961,-69963,-71943,-72392,21666,-23497,-45800,-51600,-42008,-55350,-76661,-88868,-90634,-107481,-141056,-220207,-261539,-235860,-179707,-157228,-145732,-173611,-92989,-156296,-230334,-129216,-78437,-208581,-253639,-240059,-225510
